codigo_filme;titulo;diretor;ano;genero;duracao;orcamento;faturamento;nota;elenco_principal
3519;The Triplets of Belleville ;Sylvain Chomet;2003;Thriller;94;9500000;7002255;7,8;Leonardo DiCaprio
3520;Smoke Signals ;Chris Eyre;1998;Ação;82;2000000;6719300;7,2;Denzel Washington
3521;Before Sunset ;Richard Linklater;2004;Drama;161;2700000;5792822;8,0;Natalie Portman
3522;Amores Perros ;Alejandro G. Iñárritu;2000;Ficção científica;77;2000000;5383834;8,1;Tom Hanks
3523;Thirteen ;Catherine Hardwicke;2003;Drama;85;1500000;4599680;6,8;Robert De Niro
3524;Winter's Bone ;Debra Granik;2010;Comédia;78;2000000;6531491;7,2;Tom Hanks
3525;Me and You and Everyone We Know ;Miranda July;2005;Terror;61;2000000;3885134;7,4;Tom Hanks
3526;We Are Your Friends ;Max Joseph;2015;Terror;107;2000000;3590010;6,1;Robert De Niro
3527;Harsh Times ;David Ayer;2005;Terror;127;2000000;3335839;7,0;Robert De Niro
3528;Captive ;Jerry Jameson;2015;Crime;101;2000000;2557668;5,3;Natalie Portman
3529;Full Frontal ;Steven Soderbergh;2002;Família;159;2000000;2506446;4,7;Denzel Washington
3530;Witchboard ;Kevin Tenney;1986;Documentário;60;2000000;7369373;5,7;Viola Davis
3531;Hamlet ;Kenneth Branagh;1996;Drama;109;18000000;4414535;7,8;Tom Hanks
3532;Shortbus ;John Cameron Mitchell;2006;Biografia;101;2000000;1984378;6,5;Viola Davis
3533;Waltz with Bashir ;Ari Folman;2008;Ficção científica;143;1500000;2283276;8,0;Tom Hanks
3534;The Book of Mormon Movie, Volume 1: The Journey ;Gary Rogers;2003;Thriller;108;2000000;1098224;3,3;Robert De Niro
3535;No End in Sight ;Charles Ferguson;2007;Aventura;80;2000000;1430185;8,3;Viola Davis
3536;The Diary of a Teenage Girl ;Marielle Heller;2015;Comédia;112;2000000;1477002;6,9;Leonardo DiCaprio
3537;In the Shadow of the Moon ;David Sington;2007;Biografia;102;2000000;1134049;8,1;Meryl Streep
3538;Inside Deep Throat ;Fenton Bailey;2005;Ação;111;2000000;653621;6,8;Cate Blanchett
3539;The Virginity Hit ;Huck Botko;2010;Terror;70;3400000;535249;4,6;Cate Blanchett
3540;House of D ;David Duchovny;2004;Drama;121;6000000;371081;7,0;Tom Hanks
3541;Six-String Samurai ;Lance Mungia;1998;Ação;149;2000000;124494;6,7;Viola Davis
3542;Saint John of Las Vegas ;Hue Rhodes;2009;Mistério;98;3800000;100669;5,8;Tom Hanks
3543;Stonewall ;Roland Emmerich;2015;Terror;133;13500000;186354;4,5;Robert De Niro
3544;The Missing Person ;Noah Buschel;2009;Ficção científica;140;1500000;17580;6,2;Leonardo DiCaprio
3545;London ;Hunter Richards;2005;História;129;14000;12667;6,6;Leonardo DiCaprio
3546;Sherrybaby ;Laurie Collyer;2006;História;87;2000000;198407;6,6;Denzel Washington
3547;Stealing Harvard ;Bruce McCulloch;2002;Thriller;43;25000000;13973532;5,1;Viola Davis
3548;Gangster's Paradise: Jerusalema ;Ralph Ziman;2008;Aventura;129;2000000;4958;7,8;Leonardo DiCaprio
3549;The Lady from Shanghai ;Orson Welles;1947;Drama;97;2300000;7927;7,7;Denzel Washington
3550;The Ghastly Love of Johnny X ;Paul Bunnell;2012;Crime;103;2000000;2436;5,7;Leonardo DiCaprio
3551;River's Edge ;Tim Hunter;1986;Animação;102;1900000;4600000;7,1;Tom Hanks
3552;Northfork ;Michael Polish;2003;Comédia;106;1900000;1420578;6,4;Denzel Washington
3553;Buried ;Rodrigo Cortés;2010;Thriller;74;3000000;1028658;7,0;Leonardo DiCaprio
3554;One to Another ;Pascal Arnold;2006;Aventura;107;1400000;18435;5,8;Cate Blanchett
3555;Carrie ;Kimberly Peirce;2013;Terror;97;30000000;35266619;5,9;Robert De Niro
3556;A Nightmare on Elm Street ;Wes Craven;1984;Documentário;118;1800000;26505000;7,5;Meryl Streep
3557;Man on Wire ;James Marsh;2008;Terror;57;1000000;2957978;7,8;Cate Blanchett
3558;Brotherly Love ;Jamal Hill;2015;Drama;73;1900000;444044;7,2;Natalie Portman
3559;The Last Exorcism ;Daniel Stamm;2010;Comédia;106;1800000;40990055;5,6;Meryl Streep
3560;El crimen del padre Amaro ;Carlos Carrera;2002;Terror;101;1800000;5709616;6,8;Leonardo DiCaprio
3561;Beasts of the Southern Wild ;Benh Zeitlin;2012;Ficção científica;100;1800000;12784397;7,3;Natalie Portman
3562;Songcatcher ;Maggie Greenwald;2000;Comédia;139;1800000;3050934;7,3;Denzel Washington
3563;The Greatest Movie Ever Sold ;Morgan Spurlock;2011;Ação;98;1500000;638476;6,6;Tom Hanks
3564;Travelers and Magicians ;Khyentse Norbu;2003;Thriller;98;1800000;505295;7,5;Cate Blanchett
3565;Run Lola Run ;Tom Tykwer;1998;Ficção científica;80;3500000;7267324;7,8;Meryl Streep
3566;May ;Lucky McKee;2002;História;90;500000;145540;6,7;Denzel Washington
3567;In the Bedroom ;Todd Field;2001;Drama;133;1700000;35918429;7,5;Cate Blanchett
3568;I Spit on Your Grave ;Steven R. Monroe;2010;História;151;2000000;92401;6,3;Viola Davis
3569;Happy, Texas ;Mark Illsley;1999;Ficção científica;145;1700000;1943649;6,3;Natalie Portman
3570;My Summer of Love ;Pawel Pawlikowski;2004;Crime;88;1700000;992238;6,8;Leonardo DiCaprio
3571;The Lunchbox ;Ritesh Batra;2013;Biografia;132;1000000;4231500;7,8;Meryl Streep
3572;Yes ;Sally Potter;2004;Romance;72;1000000;396035;6,9;Viola Davis
3573;Foolish ;Dave Meyers;1999;Thriller;84;2000000;6026908;4,3;Viola Davis
3574;Caramel ;Nadine Labaki;2007;Esporte;113;1300000;1060591;7,2;Cate Blanchett
3575;The Bubble ;Eytan Fox;2006;Documentário;154;1500000;155972;7,3;Cate Blanchett
3576;Dil Jo Bhi Kahey... ;Romesh Sharma;2005;Crime;107;70000000;129319;5,1;Tom Hanks
3577;Mississippi Mermaid ;François Truffaut;1969;Drama;131;1600000;26893;7,2;Viola Davis
3578;I Love Your Work ;Adam Goldberg;2003;Drama;103;1650000;2580;5,4;Meryl Streep
3579;Dawn of the Dead ;Zack Snyder;2004;Terror;105;26000000;58885635;7,4;Cate Blanchett
3580;Waitress ;Adrienne Shelly;2007;Ação;115;2000000;19067631;7,1;Viola Davis
3581;Bloodsport ;Newt Arnold;1988;Crime;146;1100000;11806119;6,8;Tom Hanks
3582;Kids ;Larry Clark;1995;Terror;85;1500000;7417210;7,0;Denzel Washington
3583;The Squid and the Whale ;Noah Baumbach;2005;Drama;99;1500000;7362100;7,4;Viola Davis
3584;Kissing Jessica Stein ;Charles Herman-Wurmfeld;2001;Documentário;113;1000000;7022940;6,7;Robert De Niro
3585;Exotica ;Atom Egoyan;1994;Fantasia;107;2000000;5132222;7,2;Leonardo DiCaprio
3586;Buffalo '66 ;Vincent Gallo;1998;Ação;74;1500000;2365931;7,5;Robert De Niro
3587;Insidious ;James Wan;2010;Drama;102;1500000;53991137;6,8;Cate Blanchett
3588;Nine Queens ;Fabián Bielinsky;2000;Thriller;122;1500000;1221261;7,9;Denzel Washington
3589;The Ballad of Jack and Rose ;Rebecca Miller;2005;Ficção científica;101;1500000;712294;6,7;Denzel Washington
3590;The To Do List ;Maggie Carey;2013;Drama;107;1500000;3447339;5,8;Denzel Washington
3591;Killing Zoe ;Roger Avary;1993;Ficção científica;72;1500000;418953;6,5;Natalie Portman
3592;The Believer ;Henry Bean;2001;Romance;94;1500000;406035;7,2;Tom Hanks
3593;Session 9 ;Brad Anderson;2001;Ficção científica;85;1500000;373967;6,5;Cate Blanchett
3594;I Want Someone to Eat Cheese With ;Jeff Garlin;2006;Comédia;112;1500000;194568;6,2;Cate Blanchett
3595;Modern Times ;Charles Chaplin;1936;Comédia;95;1500000;163245;8,6;Meryl Streep
3596;Stolen Summer ;Pete Jones;2002;Mistério;92;1500000;119841;6,5;Viola Davis
3597;My Name Is Bruce ;Bruce Campbell;2007;Thriller;127;1500000;173066;6,3;Cate Blanchett
3598;The Salon ;Mark Brown;2005;Fantasia;105;1500000;92362;4,3;Tom Hanks
3599;Road Hard ;Adam Carolla;2015;Drama;155;1500000;105943;6,1;Tom Hanks
3600;Amigo ;John Sayles;2010;Ficção científica;56;1700000;183490;5,8;Leonardo DiCaprio
3601;Pontypool ;Bruce McDonald;2008;Drama;132;1500000;3478;6,7;Tom Hanks
3602;Trucker ;James Mottern;2008;Romance;110;2000000;52166;6,7;Robert De Niro
3603;The Lords of Salem ;Rob Zombie;2012;Ação;74;2500000;1163508;5,1;Denzel Washington
3604;Jack Reacher ;Christopher McQuarrie;2012;Terror;110;60000000;80033643;7,0;Robert De Niro
3605;Snow White and the Seven Dwarfs ;William Cottrell;1937;Terror;110;2000000;184925485;7,7;Natalie Portman
3606;The Holy Girl ;Lucrecia Martel;2004;Documentário;100;1400000;304124;6,7;Cate Blanchett
3607;Incident at Loch Ness ;Zak Penn;2004;Mistério;106;1400000;36830;6,6;Viola Davis
3608;Lock, Stock and Two Smoking Barrels ;Guy Ritchie;1998;Ficção científica;136;960000;3650677;8,2;Leonardo DiCaprio
3609;The Celebration ;Thomas Vinterberg;1998;Fantasia;115;1300000;1647780;8,1;Meryl Streep
3610;Trees Lounge ;Steve Buscemi;1996;Ação;78;1300000;695229;7,2;Leonardo DiCaprio
3611;Journey from the Fall ;Ham Tran;2006;Romance;85;1592000;638951;7,4;Denzel Washington
3612;The Basket ;Rich Cowan;1999;Romance;50;1300000;609042;6,5;Robert De Niro
3613;Eddie: The Sleepwalking Cannibal ;Boris Rodriguez;2012;Romance;120;1500000;1521;5,7;Viola Davis
3614;Mercury Rising ;Harold Becker;1998;Ação;97;60000000;32940507;6,1;Natalie Portman
3615;The Hebrew Hammer ;Jonathan Kesselman;2003;Comédia;114;1000000;19539;6,2;Robert De Niro
3616;Neal 'N' Nikki ;Arjun Sablok;2005;Drama;111;1500000;100358;3,3;Natalie Portman
3617;Friday the 13th Part 2 ;Steve Miner;1981;Terror;89;1250000;19100000;6,1;Leonardo DiCaprio
3618;Filly Brown ;Youssef Delara;2012;Ficção científica;103;427000;2833383;5,7;Robert De Niro
3619;Sex, Lies, and Videotape ;Steven Soderbergh;1989;Drama;129;1200000;24741700;7,2;Leonardo DiCaprio
3620;Saw ;James Wan;2004;Crime;94;1200000;55153403;7,7;Cate Blanchett
3621;Super Troopers ;Jay Chandrasekhar;2001;Romance;113;1200000;18488314;7,1;Meryl Streep
3622;The Amazing Catfish ;Claudia Sainte-Luce;2013;Thriller;106;1300000;11278;7,0;Cate Blanchett
3623;The Day the Earth Stood Still ;Scott Derrickson;2008;Ação;51;80000000;79363785;5,5;Viola Davis
3624;Monsoon Wedding ;Mira Nair;2001;Comédia;71;7000000;13876974;7,4;Denzel Washington
3625;You Can Count on Me ;Kenneth Lonergan;2000;Romance;80;1200000;9180275;7,7;Robert De Niro
3626;Lucky Number Slevin ;Paul McGuigan;2006;Musical;132;27000000;22494487;7,8;Denzel Washington
3627;But I'm a Cheerleader ;Jamie Babbit;1999;Comédia;85;1200000;2199853;6,6;Meryl Streep
3628;Home Run ;David Boyd;2013;Ação;93;1200000;2859955;6,0;Tom Hanks
3629;Reservoir Dogs ;Quentin Tarantino;1992;Ação;125;1200000;2812029;8,4;Denzel Washington
3630;The Good, the Bad and the Ugly ;Sergio Leone;1966;Terror;116;1200000;6100000;8,9;Leonardo DiCaprio
3631;The Second Mother ;Anna Muylaert;2015;Comédia;87;4000000;375723;7,9;Meryl Streep
3632;Blue Like Jazz ;Steve Taylor;2012;Ação;43;1200000;594904;6,0;Viola Davis
3633;Down and Out with the Dolls ;Kurt Voss;2001;Comédia;126;1200000;58936;6,1;Leonardo DiCaprio
3634;Pink Ribbons, Inc. ;Léa Pool;2011;Thriller;37;1200000;24784;7,4;Tom Hanks
3635;Certifiably Jonathan ;James David Pasternak;2007;Biografia;125;1200000;7826;6,2;Meryl Streep
3636;The Knife of Don Juan ;Tom Sanchez;2013;Terror;107;1200000;3830;7,2;Viola Davis
3637;Airborne ;Rob Bowman;1993;Ficção científica;110;2600000;2850263;6,2;Robert De Niro
3638;Waiting... ;Rob McKittrick;2005;Terror;106;3000000;16101109;6,8;Robert De Niro
3639;Dead Man's Shoes ;Shane Meadows;2004;Romance;125;695393;6013;7,7;Robert De Niro
3640;From a Whisper to a Scream ;Jeff Burr;1987;Thriller;164;1100000;1400000;5,9;Viola Davis
3641;Dracula: Pages from a Virgin's Diary ;Guy Maddin;2002;Drama;114;1600000;39659;7,0;Denzel Washington
3642;Beyond the Black Rainbow ;Panos Cosmatos;2010;Drama;149;1100000;56129;6,1;Tom Hanks
3643;The Raid: Redemption ;Gareth Evans;2011;Animação;130;1100000;4105123;7,6;Robert De Niro
3644;Rocky ;John G. Avildsen;1976;Comédia;100;960000;117235247;8,1;Cate Blanchett
3645;The Fog ;John Carpenter;1980;Ficção científica;85;1000000;21378000;6,8;Robert De Niro
3646;Unfriended ;Levan Gabriadze;2014;Fantasia;108;1000000;31537320;5,7;Cate Blanchett
3647;The Howling ;Joe Dante;1981;Ação;138;1000000;17986000;6,6;Cate Blanchett
3648;Dr. No ;Terence Young;1962;Ação;96;1100000;16067035;7,3;Natalie Portman
3649;Chernobyl Diaries ;Bradley Parker;2012;Romance;104;1000000;18112929;5,0;Robert De Niro
3650;Hellraiser ;Clive Barker;1987;Documentário;91;1000000;14564027;7,0;Tom Hanks
3651;God's Not Dead 2 ;Harold Cronk;2016;Aventura;94;5000000;20773070;3,4;Meryl Streep
3652;Cry_Wolf ;Jeff Wadlow;2005;Drama;86;1000000;10042266;5,9;Natalie Portman
3653;Blue Valentine ;Derek Cianfrance;2010;Drama;88;3500000;9701559;7,4;Natalie Portman
3654;Transamerica ;Duncan Tucker;2005;Aventura;113;1000000;9013113;7,4;Natalie Portman
3655;The Devil Inside ;William Brent Bell;2012;Fantasia;56;1000000;53245055;4,2;Tom Hanks
3656;Beyond the Valley of the Dolls ;Russ Meyer;1970;Romance;157;900000;9000000;6,2;Cate Blanchett
3657;The Green Inferno ;Eli Roth;2013;Comédia;107;6000000;7186670;5,4;Robert De Niro
3658;The Sessions ;Ben Lewin;2012;Romance;120;1000000;5997134;7,2;Meryl Streep
3659;Next Stop Wonderland ;Brad Anderson;1998;Biografia;116;1000000;3386698;6,7;Meryl Streep
3660;Juno ;Jason Reitman;2007;Terror;117;7500000;143492840;7,5;Robert De Niro
3661;Frozen River ;Courtney Hunt;2008;Terror;114;1000000;2508841;7,2;Denzel Washington
3662;20 Feet from Stardom ;Morgan Neville;2013;Aventura;138;1000000;4946250;7,4;Robert De Niro
3663;Two Girls and a Guy ;James Toback;1997;Comédia;89;1000000;1950218;5,6;Robert De Niro
3664;Walking and Talking ;Nicole Holofcener;1996;Fantasia;154;1000000;1277257;6,8;Meryl Streep
3665;The Full Monty ;Peter Cattaneo;1997;Drama;111;3500000;45857453;7,2;Viola Davis
3666;Who Killed the Electric Car? ;Chris Paine;2006;Comédia;94;1000000;1677838;7,7;Meryl Streep
3667;The Broken Hearts Club: A Romantic Comedy ;Greg Berlanti;2000;Drama;139;1000000;1744858;7,0;Viola Davis
3668;Goosebumps ;Rob Letterman;2015;Comédia;110;58000000;80021740;6,4;Meryl Streep
3669;Slam ;Marc Levin;1998;Terror;78;1000000;982214;7,2;Leonardo DiCaprio
3670;Brigham City ;Richard Dutcher;2001;Crime;41;1000000;798341;7,2;Tom Hanks
3671;Fiza ;Khalid Mohamed;2000;Aventura;104;1000000;610991;6,2;Natalie Portman
3672;Orgazmo ;Trey Parker;1997;Comédia;129;1000000;582024;6,2;Denzel Washington
3673;All the Real Girls ;David Gordon Green;2003;Drama;76;2500000;548712;6,9;Denzel Washington
3674;Dream with the Fishes ;Finn Taylor;1997;Animação;40;1000000;464655;7,0;Meryl Streep
3675;Blue Car ;Karen Moncrieff;2002;Animação;130;1000000;464126;6,7;Robert De Niro
3676;Luminarias ;José Luis Valenzuela;2000;Romance;93;1000000;428535;3,6;Viola Davis
3677;Wristcutters: A Love Story ;Goran Dukic;2006;Animação;65;1000000;104077;7,4;Tom Hanks
3678;The Battle of Shaker Heights ;Efram Potelle;2003;Romance;105;1000000;279282;6,1;Natalie Portman
3679;The Lovely Bones ;Peter Jackson;2009;Drama;89;65000000;43982842;6,7;Denzel Washington
3680;The Act of Killing ;Joshua Oppenheimer;2012;Drama;91;1000000;484221;8,2;Robert De Niro
3681;Taxi to the Dark Side ;Alex Gibney;2007;Thriller;64;1000000;274661;7,7;Leonardo DiCaprio
3682;Once in a Lifetime: The Extraordinary Story of the New York Cosmos ;Paul Crowder;2006;Animação;138;1000000;144431;7,3;Natalie Portman
3683;Antarctica: A Year on Ice ;Anthony Powell;2013;Drama;94;1000000;287761;7,6;Leonardo DiCaprio
3684;A Lego Brickumentary ;Kief Davidson;2014;Mistério;117;1000000;100240;6,8;Leonardo DiCaprio
3685;Hardflip ;Johnny Remo;2012;Terror;140;1000000;96734;5,6;Denzel Washington
3686;Chocolate: Deep Dark Secrets ;Vivek Agnihotri;2005;Drama;73;1500000;49000;4,8;Robert De Niro
3687;The House of the Devil ;Ti West;2009;Documentário;99;900000;100659;6,4;Tom Hanks
3688;The Perfect Host ;Nick Tomnay;2010;Musical;130;500000;48430;6,8;Leonardo DiCaprio
3689;Safe Men ;John Hamburg;1998;Aventura;62;1000000;21210;6,1;Viola Davis
3690;The Specials ;Craig Mazin;2000;Ação;134;1000000;12996;6,0;Meryl Streep
3691;Alone with Her ;Eric Nicholas;2006;Ação;119;1000000;10018;6,1;Cate Blanchett
3692;Creative Control ;Benjamin Dickinson;2015;Ação;76;1000000;62480;5,5;Leonardo DiCaprio
3693;Special ;Hal Haberman;2006;Comédia;45;1000000;6387;6,9;Viola Davis
3694;In Her Line of Fire ;Brian Trenchard-Smith;2006;Ação;67;1000000;721;4,1;Tom Hanks
3695;The Jimmy Show ;Frank Whaley;2001;Drama;105;1500000;703;5,4;Denzel Washington
3696;Trance ;Danny Boyle;2013;Drama;104;20000000;2319187;7,0;Tom Hanks
3697;On the Waterfront ;Elia Kazan;1954;Romance;46;910000;9600000;8,2;Cate Blanchett
3698;L!fe Happens ;Kat Coiro;2011;Aventura;148;930000;20186;5,7;Robert De Niro
3699;4 Months, 3 Weeks and 2 Days ;Cristian Mungiu;2007;Drama;109;590000;1185783;7,9;Viola Davis
3700;Hard Candy ;David Slade;2005;Drama;70;950000;1007962;7,1;Meryl Streep
3701;The Quiet ;Jamie Babbit;2005;Drama;77;900000;381186;6,4;Viola Davis
3702;Fruitvale Station ;Ryan Coogler;2013;Drama;126;900000;16097842;7,5;Meryl Streep
3703;The Brass Teapot ;Ramaa Mosley;2012;Animação;93;900000;6643;6,4;Robert De Niro
3704;The Hammer ;Charles Herman-Wurmfeld;2007;Drama;141;850000;442638;7,3;Denzel Washington
3705;Snitch ;Ric Roman Waugh;2013;Guerra;80;15000000;42919096;6,5;Robert De Niro
3706;Latter Days ;C. Jay Cox;2003;Thriller;116;850000;819939;7,2;Denzel Washington
3707;For a Good Time, Call... ;Jamie Travis;2012;Ação;132;850000;1243961;6,0;Tom Hanks
3708;Time Changer ;Rich Christiano;2002;Ação;85;825000;15278;5,6;Meryl Streep
3709;A Separation ;Asghar Farhadi;2011;Aventura;114;500000;7098492;8,4;Leonardo DiCaprio
3710;Welcome to the Dollhouse ;Todd Solondz;1995;Terror;87;800000;4771000;7,5;Natalie Portman
3711;Ruby in Paradise ;Victor Nunez;1993;Terror;142;800000;1001437;7,2;Natalie Portman
3712;Raising Victor Vargas ;Peter Sollett;2002;Ação;118;800000;2073984;7,2;Tom Hanks
3713;Deterrence ;Rod Lurie;1999;Animação;114;800000;144583;6,5;Denzel Washington
3714;Not Cool ;Shane Dawson;2014;Thriller;114;600000;35688;5,1;Natalie Portman
3715;Dead Snow ;Tommy Wirkola;2009;Thriller;78;800000;41709;6,4;Denzel Washington
3716;Saints and Soldiers ;Ryan Little;2003;Ação;115;780000;1310270;6,8;Natalie Portman
3717;American Graffiti ;George Lucas;1973;Ficção científica;150;777000;115000000;7,5;Robert De Niro
3718;Aqua Teen Hunger Force Colon Movie Film for Theaters ;Matt Maiellaro;2007;Fantasia;98;750000;5518918;6,9;Denzel Washington
3719;Safety Not Guaranteed ;Colin Trevorrow;2012;Drama;134;750000;4007792;7,0;Leonardo DiCaprio
3720;Kill List ;Ben Wheatley;2011;Terror;85;500000;26297;6,3;Viola Davis
3721;The Innkeepers ;Ti West;2011;Biografia;56;750000;77501;5,5;Viola Davis
3722;The Unborn ;David S. Goyer;2009;Ação;86;16000000;42638165;4,8;Viola Davis
3723;Interview with the Assassin ;Neil Burger;2002;Comédia;58;750000;47329;6,6;Denzel Washington
3724;Donkey Punch ;Oliver Blackburn;2008;Animação;88;900000;18378;5,2;Leonardo DiCaprio
3725;Hoop Dreams ;Steve James;1994;Drama;86;700000;7830611;8,3;Viola Davis
3726;L.I.E. ;Michael Cuesta;2001;Terror;97;700000;1141829;7,2;Robert De Niro
3727;King Kong ;Peter Jackson;2005;Comédia;73;207000000;218051260;7,2;Robert De Niro
3728;House of Wax ;Jaume Collet-Serra;2005;Drama;144;30000000;32048809;5,3;Denzel Washington
3729;Half Nelson ;Ryan Fleck;2006;Comédia;98;700000;2694973;7,2;Robert De Niro
3730;Naturally Native ;Jennifer Wynne Farmer;1998;Drama;89;700000;10508;6,5;Meryl Streep
3731;Hav Plenty ;Christopher Scott Cherot;1997;Biografia;104;650000;2301777;6,5;Tom Hanks
3732;Top Hat ;Mark Sandrich;1935;Thriller;142;609000;3000000;7,8;Cate Blanchett
3733;The Blair Witch Project ;Daniel Myrick;1999;Drama;118;60000;140530114;6,4;Natalie Portman
3734;Woodstock ;Michael Wadleigh;1970;Drama;117;600000;13300000;8,1;Cate Blanchett
3735;Mercy Streets ;Jon Gunn;2000;Ação;68;600000;171988;5,6;Tom Hanks
3736;Arnolds Park ;Gene Teigland;2007;Fantasia;109;600000;23616;5,6;Leonardo DiCaprio
3737;Broken Vessels ;Scott Ziehl;1998;Animação;71;600000;13493;6,6;Tom Hanks
3738;A Hard Day's Night ;Richard Lester;1964;Ação;140;560000;515005;7,7;Denzel Washington
3739;The Harvest/La Cosecha ;U. Roberto Romano;2011;Animação;132;560000;2245;7,2;Robert De Niro
3740;Fireproof ;Alex Kendrick;2008;Drama;116;500000;33451479;6,5;Viola Davis
3741;Benji ;Joe Camp;1974;Biografia;119;500000;39552600;6,1;Meryl Streep
3742;Open Water ;Chris Kentis;2003;Drama;83;500000;30500882;5,7;Tom Hanks
3743;Kingdom of the Spiders ;John 'Bud' Cardos;1977;Fantasia;87;500000;17000000;5,9;Tom Hanks
3744;The Station Agent ;Tom McCarthy;2003;Drama;144;500000;5739376;7,7;Cate Blanchett
3745;To Save a Life ;Brian Baugh;2009;Ficção científica;73;1000000;3773863;7,1;Meryl Streep
3746;Beyond the Mat ;Barry W. Blaustein;1999;Thriller;111;500000;2047570;7,6;Cate Blanchett
